fec.gov
title,Two Year Summary
description,2016 Operating Expenditures
timestamp,Sun Sep 18 19:27:51 GMT 2016
copyright,"Copyright 2012, Federal Election Commission."
cmte_id,C00580100
cmte_nm,DONALD J. TRUMP FOR PRESIDENT, INC.
"Payee Name","Purpose","City","State","Zip","Payment Date","Amount","Memo Code","Report Type","Report Year","Image Number","Transaction Code","Other Id","Candidate Id","Transaction PGI",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/08/2016","$574.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701232","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/08/2016","$331.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701232","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/08/2016","$273.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701233","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/08/2016","$273.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701233","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/09/2016","$373.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701233","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/10/2016","$556.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701234","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/11/2016","$564.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701234","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/13/2016","$287.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701234","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/15/2016","$569.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701235","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/15/2016","$209.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701235","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/15/2016","$209.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701235","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/17/2016","$323.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701236","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/18/2016","$611.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701236","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/21/2016","$249.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701236","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/21/2016","$248.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701237","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/22/2016","$456.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701237","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/24/2016","$285.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701237","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/25/2016","$604.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701238","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/27/2016","$593.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701238","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.1615120]","CHICAGO","IL","60606","06/27/2016","$464.00","X","M8","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201608209023701238","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/28/2016","$534.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799076","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/28/2016","$429.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799076","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/29/2016","$545.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799076","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/29/2016","$490.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799077","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/29/2016","$319.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799077","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","04/30/2016","$495.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799077","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/01/2016","$585.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799078","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/01/2016","$222.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799078","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/02/2016","$544.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799078","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/03/2016","$538.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799079","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/03/2016","$434.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799079","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/03/2016","$311.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799079","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/03/2016","$256.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799080","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/04/2016","$644.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799080","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/04/2016","$256.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799080","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/06/2016","$779.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799081","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/08/2016","$494.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799081","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/09/2016","$506.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799081","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/09/2016","$506.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799082","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/09/2016","$442.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799082","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/09/2016","$442.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799082","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/09/2016","$344.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799083","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/10/2016","$523.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799083","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/10/2016","$431.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799083","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/10/2016","$431.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799084","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/10/2016","$415.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799084","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$630.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799084","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$441.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799085","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$441.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799085","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$431.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799085","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$398.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799086","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$394.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799086","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/11/2016","$374.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799086","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/12/2016","$394.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799087","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/12/2016","$289.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799087","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/13/2016","$328.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799087","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/14/2016","$840.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799088","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/14/2016","$475.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799088","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/15/2016","$252.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799088","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/16/2016","$462.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799089","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/19/2016","$708.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799089","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/19/2016","$507.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799089","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$2,517.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799090","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$1,563.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799090","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$466.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799090","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$454.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799091","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$434.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799091","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/20/2016","$419.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799091","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/23/2016","$998.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799092","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/23/2016","$998.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799092","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/23/2016","$642.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799092","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/23/2016","$642.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799093","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/23/2016","$524.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799093","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/24/2016","$594.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799093","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/24/2016","$558.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799094","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/24/2016","$507.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799094","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/24/2016","$492.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799094","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.11631135]","CHICAGO","IL","60606","05/24/2016","$436.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799095","","","","P",
"UNITED AIRLINES","TRAVEL: AIR","CHICAGO","IL","60606","05/27/2016","$247.00","X","M7","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201609129030799095","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [HEWITT: SB23.6757]","CHICAGO","IL","60606","08/13/2015","$573.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291490","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [GRISHAM: SB23.6816]","CHICAGO","IL","60606","08/19/2015","$25.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291491","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$350.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291491","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$426.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291491","","","","P",
"UNITED AIRLINES","TRAVEL: FEE [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$9.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291492","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$82.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291492","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$86.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291492","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$426.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291493","","","","P",
"UNITED AIRLINES","TRAVEL: AIR [AMEX: SB23.6878]","CHICAGO","IL","60606","09/02/2015","$393.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291493","","","","P",
"UNITED AIRLINES","TRAVEL: AIRFARE [GEORGEVITS: SB23.6618]","CHICAGO","IL","60606","09/22/2015","$627.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291493","","","","P",
"UNITED AIRLINES, INC.","TTW - TRAVEL: AIR [MILLER: SB23.6225]","RAPID CITY","SD","57709","05/22/2015","$422.00","X","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184889","","","","P",
"UNITED AIRLINES, INC.","TTW - TRAVEL: AIR [MILLER: SB23.6225]","RAPID CITY","SD","57709","05/22/2015","$73.00","X","Q2","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201507159000184889","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [AMEX: SB23.6877]","CHICAGO","IL","60606","07/31/2015","$271.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291494","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [AMEX: SB23.6877]","CHICAGO","IL","60606","07/31/2015","$226.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291494","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [AMEX: SB23.6877]","CHICAGO","IL","60606","07/31/2015","$444.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291494","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [MCENTEE: SB23.6731]","CHICAGO","IL","60606","08/26/2015","$500.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291495","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [C&M: SB23.6896]","CHICAGO","IL","60606","09/21/2015","$765.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291495","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [C&M: SB23.6896]","CHICAGO","IL","60606","09/21/2015","$611.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291495","","","","P",
"UNITED AIRWAYS","TRAVEL: AIR [LAUDNER: SB23.6647]","CHICAGO","IL","60606","09/23/2015","$284.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291496","","","","P",
"UNITED AIRWAYS","TRAVEL: AIRFARE [ASIT CONSULTING: SB23.6881]","CHICAGO","IL","60606","09/24/2015","$426.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291496","","","","P",
"UNITED AIRWAYS","TRAVEL: AIRFARE [ASIT CONSULTING: SB23.6881]","CHICAGO","IL","60606","09/24/2015","$50.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291496","","","","P",
"UNITED EXPRESS","TRAVEL: AIR [MCENTEE: SB23.6734]","ATLANTA","GA","30354","09/18/2015","$426.00","X","Q3","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201512179004291497","","","","P",
"UNITED RENTAL","EQUIPMENT RENTAL [AMEX: SB23.599732]","OMAHA","NE","68138","04/27/2016","$626.00","X","M6","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201606209018597157","","","","P",
"UNITED RENTALS","EVENT STAGING EXPENSES [AMEX: SB23.513914]","WEST PALM BEACH","FL","33407","03/12/2016","$1,747.00","X","M5","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201605209016007828","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","10/05/2015","$6,300.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280919","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","10/08/2015","$14,400.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280919","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","10/26/2015","$7,500.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280920","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","10/30/2015","$16,950.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280920","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","12/01/2015","$14,176.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280920","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","12/14/2015","$18,814.00","","YE","2015","http://docquery.fec.gov/cgi-bin/fecimg/?201601319005280921","","","","P",
"UNITED STATES AUDIO VISUAL","EVENT STAGING EXPENSE","PARK CITY","UT","84098","01/05/2016","$12,389.00","","M2","2016","http://docquery.fec.gov/cgi-bin/fecimg/?201602209008576182","","","","P",
